Category,Description
neutral,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October ."
neutral,The Swedish player became majority owner of UCell in mid-2007 .
neutral,"The total number of voting rights is 74,612,523 ."
neutral,"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments ."
neutral,"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties ."
neutral,"The transaction is subject to a final agreement between the parties , approvals of their decision-making bodies and approval by the Finnish Competition Authority ."
neutral,The transaction was announced on September 29 when Pohjola Insurance agreed to pay EUR 80 million ( USD 106.3 m ) in cash for Pohjantahti .
neutral,The value of the order is EUR 4mn .
neutral,"The value of the order is EUR 700,000 ."
neutral,The value of the order is nearly EUR400m .
neutral,The value of the order is USD 2.2 mn .
neutral,The value of the orders is over EUR 25mn .
neutral,The value of the total investment is about EUR 600mn .
neutral,The venture recently agreed to buy Motorola 's wireless networks business for $ 1.2 billion and to deploy LightSquared 's national 4G network .
neutral,The vessels are the largest and fastest ropax vessels in the world that will be built by Fincantieri .
neutral,"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.com"
neutral,Their names have not yet been released .
neutral,There did not seem to be enough hours in a day for Pekkarinen .
neutral,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction ."
neutral,"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy ."
neutral,"This will be done domestically and in neighboring markets , both organically and through acquisitions ."
neutral,"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market ."
neutral,"Tiimari 's registered share capital is 16,474,755 shares as per today ."
neutral,"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries ."
neutral,"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax ."
neutral,"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year ."
neutral,"Upon completion of these transactions , Metso 's stake will amount to more than 60 % ."
neutral,"Upon establishment , the plan is directed to approximately 20 persons ."
neutral,Why not give your bedroom a cool makeover for summer .
neutral,"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 ."
neutral,"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions ."
neutral,YIT Kausta will build commercial and residential highrises in Virsuliskes area .
neutral,"- The Group - s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million ."
neutral,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros ."
neutral,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class ."
neutral,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .
neutral,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .
neutral,`` The new unit is a major investment in the Finnish media scene .
neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . ''
neutral,`` We are selling an information systems development business to the Finns .
neutral,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .
negative,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .
neutral,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .
positive,A profit is still on target .
neutral,"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' ."
neutral,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .
positive,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years ."
neutral,"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden ."
neutral,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn ."
neutral,"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries ."
neutral,"ALEXANDRIA , Va. , Nov. 19 -- Erkki Aho , Elimaki , Finland , has developed a method and apparatus in conjunction with a shoe press ."
neutral,Almost two thirds of Olvi 's net sales come from outside Finland .
neutral,Amanda Capital has investments in 22 private equity funds and in over 200 unquoted companies mainly in Europe .
neutral,An Apple spokeswoman said the company declined to comment .
neutral,As a consequence of the merger the number of administration personnel at the factories will be reduced by six .
