Category,description
neutral,marimekko operates in an industry in which change in the business climate are reflected in consumer demand .
neutral,the new unit is a major investment in the finnish medium scene .
neutral,these development partly reflect the government higher activity in the field of dividend policy .
neutral,we are selling an information system development business to the finn .
neutral,1 april 2011 - finnish machinery rental company ramirent oyj hel : rmr1v said today it ha acquired the asset of sector player stavebni doprava a mechanizace sdm in the czech republic for an undisclosed sum .
negative,18 march 2010 a leakage in the gypsum pond wa detected today at the talvivaara mine .
neutral,a filter is used to pre-process packet to determine if they need to be further processed by the processor of the network device .
positive,a profit is still on target .
neutral,a total six of the polled analyst rated m-real two gave buy - accumulate three gave hold and only one gave sell .
neutral,abn : 59 087 901 620 now represent 5.10 of the voting right and share capital of citycon oyj .
positive,according to finnish aktia bank managing director jussi laitinen the bank aim is to triple the number of it customer in finland in the next five year .
neutral,finnish property investment company citycon will expand and refurbish +_kersberga shopping center in stockholm in sweden .
neutral,after the acquisition basware preliminary pro forma net sale for 2005 amount to eur 52.6 mn and preliminary pro forma operating profit amount to eur 7.1 mn .
neutral,after the transaction danske bank becomes an equal player with nordic bank group nordea in the nordic country .
neutral,alexandria va. nov. 19 erkki aho elimaki finland ha developed a method and apparatus in conjunction with a shoe press .
neutral,almost two third of olvi net sale come from outside finland .
neutral,amanda capital ha investment in 22 private equity fund and in over 200 unquoted company mainly in europe .
neutral,an apple spokeswoman said the company declined to comment .
neutral,a a consequence of the merger the number of administration personnel at the factory will be reduced by six .
